danmaku,zone,time,total_time
他去买菜会不会也很厉害,technology,197.71600,875
真好,technology,440.77700,875
好团结,technology,721.30700,875
刺激啊,technology,430.98500,875
估计是绿幕反光吧。。。后期也不给调调色,technology,141.47000,875
好好听，别老盯着头发,technology,226.10200,875
没人试药开发就无法成功,technology,606.01800,875
爱情片吧！抗癌情节就一点,technology,59.16600,875
老人当然要轮番照顾，不然生你养你干嘛。,technology,539.55600,875
关键是得病的愿意承担风险,technology,631.06700,875
只要盈利就行，但是你确定很多药企真的在科研投研花的多嘛？值得怀疑,technology,205.26600,875
这电影不错,technology,53.59200,875
老外肯定玩不动规则,technology,447.17000,875
夏东海越来越过分了,technology,616.41900,875
一键三连,technology,836.07400,875
岳云鹏这演技真的可以,technology,784.75400,875
、4756,technology,338.68600,875
这牛壁,technology,411.69900,875
商业保险才是对罕见病的最优选,technology,821.58100,875
看完了，好难过，也好温暖。,technology,870.45100,875
P什么one？ （doge）,technology,35.09900,875
王晓杂不干了,technology,144.87800,875
打断吟唱,technology,864.02700,875
医院重症病房，看尽人间冷暖,technology,774.17800,875
挺好看的,technology,60.67200,875
珍惜肝,technology,858.73300,875
提示:指请你不要不识好歹,technology,383.07500,875
国家队背后有一个顾客大数据，可以更好的估价,technology,375.23200,875
可是医生用好多药  都非常限制,technology,291.25200,875
一句话，并不给砍就自己研发吓吓你,technology,352.48000,875
肝帝有头发了？,technology,30.98400,875
这电影很好看,technology,828.45000,875
泪目,technology,752.76900,875
免得回去想不开吗哈哈,technology,414.16400,875
给给给,technology,864.94200,875
一片丹心照肝青,technology,189.40900,875
哇哦，刺激,technology,402.90000,875
一波输出一波打野,technology,339.69000,875
电影很好看 很温暖,technology,57.11900,875
给你一朵小红花,technology,875.00000,875
药企怎么可能亏本？核算价格流程就避免了菜贱伤农,technology,444.27100,875
夏东海你怎么能大孩子呢？ 啊 夏东海,technology,621.06400,875
长尾效应,technology,532.89400,875
江西终于牌面一次,technology,764.25600,875
对！说客大欺店的非蠢既坏,technology,444.03900,875
字典改了，以后这个词就念男主脚,technology,76.33900,875
必须半强制性,technology,256.48100,875
奈斯！,technology,41.95900,875
基础药没钱赚 药企毫无积极性,technology,187.06900,875
这就很矛盾了，要便宜民众叫好，但药厂要盈利才会投入科研。。。。,technology,157.67600,875
pg1,technology,39.59400,875
整活,technology,438.43000,875
肝帝撑住啊，2021才刚开始,technology,121.68100,875
小岳岳？,technology,71.55200,875
哈哈哈 ,technology,445.07600,875
发作性睡病算吗,technology,517.30100,875
PG1,technology,42.99700,875
懂王的1000万呢,technology,652.64100,875
肝帝,technology,4.57000,875
两手抓，两手都要硬,technology,149.37500,875
脸色不对，应该是灯光的问题,technology,62.65900,875
你币有了,technology,858.81000,875
你币有了,technology,858.81000,875
你币有了 ,technology,854.69000,875
你币有了 ,technology,854.69000,875
好家伙,technology,430.63300,875
玩的就是心跳,technology,414.99300,875
忘了爱？,technology,851.46200,875
小月月长得像灭霸,technology,787.02500,875
《中二修正拳》,technology,800.36200,875
商业机密,technology,308.22500,875
渐冻症是不是没治呀,technology,575.60200,875
医疗器械呢？,technology,192.27700,875
赚钱可以理解，可，有些企业吃相实是难看！,technology,215.76300,875
牙科也能降价吗？,technology,69.43300,875
都说了要买保险啊,technology,115.55200,875
亚索药,technology,508.19400,875
没人？,technology,162.53200,875
估估乐,technology,393.26600,875
高三生物题刷过！,technology,444.64900,875
药企研发没赚头 这个是硬伤,technology,552.09100,875
罕见病希望太渺茫,technology,498.74500,875
你给个我闭嘴，我说个数,technology,302.71600,875
你们想多了，价格降低了不代表看病就会便宜。,technology,516.68000,875
感动,technology,723.36500,875
我老婆刘浩存,technology,49.35200,875
代表国家谈生意还敢泄密？现在还这么干就等着吃牢饭吧,technology,413.78700,875
在我家旁边！！以前经常路过,technology,702.26900,875
小岳岳。。。,technology,785.81700,875
热乎,technology,6.17900,875
石家庄加油！,technology,851.18500,875
好家伙 赶上美国人口了,technology,532.59600,875
哭了,technology,756.19000,875
希望你不要不识好歹,technology,391.74200,875
阳谋,technology,439.78000,875
閃了,technology,834.55900,875
那个是花玲吗,technology,798.58700,875
让医药代表灭亡 才是关键！,technology,214.71000,875
2333,technology,10.66000,875
car t,technology,645.44500,875
我们家就因病致贫了，难受,technology,492.23900,875
13亿啊,technology,135.96100,875
666,technology,859.59500,875
666,technology,3.05900,875
复发的危险,technology,77.19200,875
夏东海？,technology,477.50100,875
给自己一朵小红花。,technology,872.29900,875
肝帝休息下吧,technology,216.61900,875
？,technology,444.18000,875
行,technology,363.41800,875
砍的是医药代表。,technology,232.23400,875
你这肤色不太正常啊,technology,94.59700,875
前面的，19800一支，还能申请赠药,technology,59.02400,875
Pd-1是不是艾瑞卡啊？我就在这种特药药房上班,technology,44.84800,875
你让一家照顾老人的是没照顾过老人，不知道其中的辛苦,technology,507.59900,875
投入大，药价高,technology,545.14700,875
PDD是什么药,technology,450.59000,875
敢做pdd吗，这么大的社会事件,technology,6.20600,875
李诞无限,technology,166.93100,875
中毒的脸色！还是尸毒！都绿了！,technology,216.21100,875
不是抗癌+1，没有爱情戏拍不出电影,technology,54.65900,875
你保险吧  老过瘾了 告诉你80万 然后告诉你给你40万 过5年才给你40万,technology,872.51000,875
国家就是厉害,technology,410.61300,875
感觉不对劲,technology,708.43700,875
别玩阴的，都明着呢,technology,393.71300,875
家旁边,technology,728.65900,875
燕子,technology,787.23700,875
头颈癌和甲状腺癌不是同一种,technology,462.87900,875
我拿出万亿和你谈判可不是闹着玩的,technology,213.45800,875
国家正在努力,technology,184.35600,875
国家正在努力,technology,182.26500,875
jue,technology,76.60200,875
这个脸熟悉的,technology,791.28500,875
要是知道低了，可能会反悔之类的,technology,415.54200,875
逆推15%不就知道底价了嘛？？？,technology,409.33700,875
。。。。。。。。,technology,643.12400,875
难,technology,697.51700,875
卧槽,technology,650.72800,875
没有声音了,technology,553.22500,875
是的，商保主要看保的病和医保错开，这样就能互补了,technology,825.81500,875
我说名字有点耳熟,technology,447.91900,875
药企不可能不知道。,technology,299.76700,875
转业赶紧转呗，利益相关了就逼逼赖赖？,technology,424.93700,875
买方是市场方啊,technology,424.33500,875
珍惜你们的肝帝吧,technology,868.82400,875
医保局背后有13亿人撑腰,technology,131.31200,875
全场最佳:计算器,technology,369.67900,875
李小璐：？,technology,448.50800,875
冷冻，你用冰箱吗,technology,733.91400,875
商业保险总感觉有一天会崩,technology,211.31100,875
学药的很多都去医院药房工作,technology,591.97900,875
前面说商业保险不保罕见病的别走，如果你选择是社保范围内的医疗险，当然不保。如果你选择社保外可以保的，没问题,technology,830.86700,875
说来说去还是钱,technology,552.83900,875
说店大欺客的你别用医保啊,technology,437.18100,875
国之砍价,technology,389.18800,875
这个模式不错，建议推广到其他方面,technology,232.74900,875
国产剧要是把爱情成分去掉，估计会好很多,technology,91.65200,875
虽然没看过，但总感觉国产剧无论什么剧都强制加入爱情，爱情又不能有性，就挺别扭的,technology,88.18500,875
研发失败的费用会叠加到下一个药物要么破产,technology,221.69900,875
怎么肝帝脸都绿了,technology,322.22300,875
每天都在跟药企谈，底线肯定摸清楚了啊,technology,302.14300,875
肝帝：都说脸色去了，还听不听我肝了,technology,305.64900,875
我爸就有甲状腺癌，看到医保谈判新闻的时候正在单位吃饭，眼泪就止不住，在同事面前大哭起来,technology,25.98200,875
美国梅毒实验了解一下 ,technology,597.17900,875
药企穷的关门也不是好事,technology,609.21400,875
总的来说，是平衡各方人物的利益，在为患者征求最大利益的同时还能让药厂和开发药物机构有肉吃，是个狠人,technology,210.71000,875
药企省去70%支出项目，市场翻番推开，你觉得降价亏么？？？,technology,344.93700,875
肝帝，注意保肝啊,technology,866.44700,875
肝帝，注意保肝啊,technology,849.94300,875
药企支出70%用在了销售渠道，弹幕别再扯研发成本高了,technology,322.75000,875
（╯－＿－）╯╧╧,technology,272.13000,875
这演技？不错？,technology,608.83900,875
PDone，不是搞说唱那个吗,technology,93.12200,875
太难了,technology,204.43500,875
没想到 易烊千玺演的这么好,technology,610.96400,875
居然只有7.7,technology,72.10400,875
我不是药神,technology,244.04300,875
pgone！,technology,113.49600,875
药的价格也不能压太低.如果医药公司没有利润的话研发也会受阻,technology,139.59800,875
这演技无敌了,technology,787.18700,875
淦！脸都绿了！,technology,214.86400,875
研发用几十亿，结果没人用这个药，你说谁还研发,technology,649.39900,875
跟做办公室摸鱼的一样工资你愿意当医生？,technology,285.50200,875
？？？,technology,446.93300,875
？那么多,technology,518.41900,875
大病会让一个几十上百万万储蓄的正常家庭一贫如洗,technology,488.01900,875
注意，药物的研发费用是非常高的，如果恶意讲价会让药企失去研发能力让人无药可用,technology,257.23500,875
1600万...成本多少,technology,674.79300,875
你见过打麻将四个人都赢钱的？,technology,204.96800,875
连实验都没人做，难研发啊,technology,594.82800,875
南昌人来了,technology,770.19000,875
谢谢,technology,862.31800,875
泪目,technology,854.39500,875
双倍快乐,technology,6.46300,875
我没病也十几年没换过家具啊。。。,technology,74.41300,875
PGone,technology,38.54800,875
肝帝,technology,702.54800,875
前几年我姑姑得了乳腺癌 全家族凑钱治 治好了,technology,486.43900,875
药企：生产双黄连不需要创新,technology,176.19900,875
不管你信不信，打字你打“zhujiao”它一样能出来。大人，时代变了,technology,77.42300,875
得了病就是输，只能说少输当赢了,technology,218.90800,875
商业保险，都可以解决上百万的药费问题,technology,687.35600,875
从小一出生就要买商业保险,technology,564.35700,875
罕见病更适合筹款平台，即行善又治病,technology,502.74700,875
研发是烧钱的很，如果很难赚到钱基本没人干的,technology,645.67800,875
得病的太少，研发收不回成本,technology,540.73700,875
专业砍价团,technology,372.54400,875
患者家庭太不容易了,technology,754.08500,875
生命是无价的，但这个“无价”却有两种理解方式,technology,667.27600,875
666,technology,11.79200,875
话题很沉重 但是看见小岳岳就想笑,technology,779.24100,875
4太多中国人觉得不吉利,technology,138.17500,875
心理博弈,technology,430.42500,875
真专家，感恩！！！,technology,409.62600,875
把PD-1说的太神了,technology,511.42400,875
等于没做,technology,191.17800,875
不是这个问题，而是道德风险,technology,635.71000,875
太感动了,technology,737.34000,875
什么叫“总的来说”，合规和不合规的人体实验不要混为一谈好不好…,technology,617.02700,875
肌无力什么时候能治疗,technology,698.47200,875
一键三连你有了,technology,853.59800,875
减色降对比太过了，董佳宁,technology,240.39600,875
都是技术活儿,technology,313.10500,875
但是本身就是罕见病  再找一个病例也不容易  而且单个对照还不足 还要找多人 是很麻烦,technology,615.39300,875
不是药店不进便宜药 是药厂生产了定额后不生产了 生产越多越亏,technology,32.11100,875
不吟唱了。不能打断施法，难受。,technology,837.01100,875
1,technology,16.50900,875
一般,technology,822.35000,875
商保也只保其合同范围内的 比医保还少 只能作为补充,technology,822.98300,875
岳云鹏这个片段感觉不错啊,technology,788.51400,875
演技还是不错的,technology,99.84000,875
冰桶挑战的发起者已经走了,technology,542.80400,875
马未都的节目里说过，过去主角（jiao）是可以那么念的。不要纠结于这种，浪费弹幕显示位置,technology,83.04500,875
灵魂杀手？,technology,10.50200,875
热乎,technology,13.74100,875
学院路上,technology,726.23900,875
但是计算价格的人可以买啊,technology,427.26100,875
任何生物在疾病面前都很脆弱！人也是自然生物的一种，不要认为人和其它动物能很有大区别！,technology,787.63900,875
医保药基本就是走量,technology,222.47900,875
看病还是越来越贵,technology,20.29100,875
就一般而已,technology,62.36800,875
从病患的角度，大家都是平等的，但是国家需要取舍！,technology,688.73900,875
刘新建,technology,91.24200,875
还会往下降，这电影不太行,technology,66.88000,875
这个我觉得多数情况下不现实,technology,473.86200,875
热乎,technology,10.92000,875
jue,technology,71.73800,875
致敬前面自己工作之后就能让家庭走出来的兄弟。,technology,518.15400,875
你T喵不说我还想不到那个人,technology,447.49600,875
刷不了233了,technology,14.46600,875
题材不错，剧情俗套,technology,52.79900,875
这个颜（肤）色是怎么肥四,technology,78.91900,875
灵魂杀价+1,technology,369.17200,875
好看的呀,technology,56.27000,875
瑞幸?,technology,114.17300,875
十多亿人口的市场，有实力的药企都要进,technology,416.13900,875
这个药是真的好，我们医院用了，直接5年生存率翻番。。,technology,90.57700,875
有一些病 不参加就意味着死亡 但参加试验哪怕有百分之0.1的概率 都是值得争取的 ,technology,630.39800,875
这个和婚检有个鬼关系。罕见病不是遗传病好吗,technology,692.81500,875
有些人存心找骂？,technology,44.30700,875
医保的上限只有20万一年,technology,665.83700,875
这儿压下来总有地方价格提上去，治标不治本,technology,333.37800,875
罕见症和其他病一样要大量资金投入研究，但其他的很容易挣回来，罕见症几乎无法赚回来，太难了,technology,715.43200,875
越少越好,technology,493.21500,875
这个处长 牛逼,technology,217.67900,875
就是说很多的罕见病平均寿命很低，所以儿童居多,technology,582.66500,875
罕见病还是去印度吧,technology,504.19000,875
这么努力的杀价，药厂还生产吗？,technology,24.35800,875
外地不能报的多看看新闻,technology,161.23500,875
低价，低价，还tm是低价,technology,133.75400,875
别杠 医生就读的匹敌万,technology,59.77300,875
我特别害怕我爷爷生病,technology,516.30000,875
"PD1,3万5一支，一个疗程35万",technology,54.30600,875
我选择重开,technology,660.92800,875
药利润虽高，研发费用更高,technology,253.35600,875
易烊千玺戏不错诶,technology,604.62700,875
我想王骁了,technology,9.66700,875
前面客大欺店的非蠢即坏！,technology,433.41000,875
极左分子又出来了,technology,7.47100,875
简单点说，1000万罕见病患者可能患有1000种罕见病。,technology,573.25300,875
就一年啊，这个药就入医保了，我妈要是咬咬牙坚持一下就好了、、、,technology,454.51700,875
灯光和滤镜吧,technology,211.28300,875
癌症啊，任何病只要是个短期好不了的，就是降到再低也花费不小啊，还不如希望人类医学能突破解决更多难病,technology,107.84300,875
做过投标的都懂 专家库也不是不能 嘿嘿嘿,technology,346.01900,875
湘雅等医院附近好多这样的人,technology,94.91600,875
我觉得商业保险确实可以考虑一下这类情况,technology,833.07000,875
医保只要几百块，再怎么穷也交的起吧。,technology,94.63300,875
罕见病不一定严重，可能是隐形的。,technology,531.72800,875
肝帝注意身体,technology,283.86800,875
灯光师！你今天鸡腿没了！,technology,206.42900,875
所以为什么不强制婚检？！为什么不强制婚检？！为什么不强制婚检！！,technology,687.65000,875
同样这些也套用在所有行业，要么倒闭有市场就得市场买单,technology,337.72600,875
当然这是极端案例，一个价值百万月薪的团队服务也是成本,technology,337.04300,875
还有上千万美的，更离谱,technology,642.13000,875
辛苦,technology,858.98200,875
←残测品这个词你也说得出口，人性呢,technology,738.81900,875
实话尤其是Pd1外企原研药药效比国颤仿制药药效好很多还是有差距的,technology,99.56100,875
没有暗示三连,technology,874.64500,875
短视是没有发展的，一个日常用药的研发都是千万投资,technology,302.52900,875
弹幕别说风凉话，都生而为人，凭什么就得让人家接受无药可治的命运，想抗争一下怎么了,technology,680.07800,875
我们公司做兽药开发，真的很费人力物力,technology,207.02800,875
"患者基数和需求撑得起""薄利多销""么",technology,243.62100,875
阿斯利康挺重视国内市场的，口碑还不错,technology,359.91900,875
这药之所以贵是因为有医保兜底，患者不用出这么多,technology,662.97500,875
这个父亲这段真的有把我看哭了,technology,79.25100,875
三赢，谁要赢三次,technology,210.91400,875
学医的无比熟悉,technology,446.96000,875
董佳宁你感冒了 注意身体,technology,764.37200,875
人生八苦之 爱别离！,technology,844.43900,875
大佬：我说一个数,technology,138.98900,875
为什么突然觉得后面的头发是沾上去的，只有刘海那撮是真滴,technology,101.01200,875
我就是罕见病，梅杰综合症，没得治，很痛苦,technology,520.11300,875
盒饭那段是真哭了,technology,104.59300,875
灭掉国外奢侈品，纯浪费,technology,824.17700,875
一组不够我觉得应该两组互相对照，以免出现被买通的情况,technology,381.90100,875
做完这集，肝帝可以报销电影票。,technology,18.58400,875
你不用解释越解释越乱,technology,452.80800,875
腺癌,technology,458.54900,875
很多病人没活到成年，所以没法做药物成人试验,technology,622.19700,875
种类太多总数不少,technology,575.93100,875
这比起同期上映的《晴雅集》不知道高多少个维度了,technology,775.78600,875
绿幕反光吧,technology,210.40500,875
可以拍电视剧了,technology,449.00100,875
这电影很好看,technology,829.36700,875
估计是绿幕的反光，,technology,172.49900,875
666呢？？,technology,858.82300,875
来了来了,technology,852.54400,875
快跑,technology,839.08600,875
本来你不解释我还不会误会……,technology,441.14300,875
好像有点鼻塞啊,technology,236.61100,875
美国先天疾病儿童百分17，我们3倍,technology,605.21900,875
我父亲13年因癌症永远离开了我们,technology,146.45100,875
和笔头类似，每个都要用大价,technology,567.97900,875
肝肝肝,technology,12.95500,875
主角（jue）2,technology,66.74900,875
没吟唱三连了兄弟们,technology,855.26900,875
是不是借机去看电影啦？,technology,68.27300,875
英雄池非常深这个翻译笑死我了,technology,350.07700,875
这么刺激吗？,technology,406.56400,875
热乎的,technology,54.61500,875
快跑,technology,872.23500,875
打工不高，那是和发达国家的各个发达面对比,technology,265.47900,875
电影里看到这里真的直接泪崩，在电影院眼睛都哭肿了,technology,73.06700,875
每次肝帝选题就像是2g网一样……,technology,9.09900,875
哈哈哈,technology,451.55000,875
不对劲,technology,806.42500,875
感谢国家！！,technology,464.64000,875
这些都需要一个高效的文官体系和专业的专家队伍才能推进,technology,402.36800,875
这不是长安吗,technology,414.79900,875
脸色铁青是后面幕布对打的光的反射,technology,218.58200,875
小红花真的看哭了,technology,93.58200,875
靶向药物,technology,465.38900,875
好,technology,44.62700,875
快跑啊,technology,72.03300,875
刘新建！,technology,70.83500,875
医院不会给开的,technology,257.05700,875
来了,technology,12.23600,875
感谢国家让我可以吃免费 肺结核药！！,technology,136.81700,875
苦胆色,technology,295.99500,875
合成阻断剂?,technology,455.50500,875
我就知道你要提这个（捂脸  毕竟其他的药不能根治要终生服药，一生的药费算下来也很高昂了,technology,645.00900,875
医保砍价的都是已经过了专利期的药，已经对利润不那么敏感了，专利期内的药基本不会纳入医保,technology,217.12000,875
来了,technology,6.58700,875
血蛋白，人人要用，不进医保,technology,258.25800,875
一般如果可行会先做成人再扩展人群到儿童,technology,607.25700,875
如果到了三期还是有挺大希望的,technology,592.99900,875
小月月和于老师不演喜剧都可以的,technology,793.21900,875
听到同时这个词我莫名的紧张，生怕你话锋一转,technology,867.80700,875
这个时候难道不需要吹捧一下恒瑞医药嘛？,technology,57.34000,875
G更高级？,technology,446.98700,875
这眼神，犀利,technology,144.90700,875
比如伟哥,technology,556.54200,875
海量专，精细算,technology,367.68200,875
有些弹幕好恶毒啊,technology,119.57100,875
这是总人数，每种罕见病有可能全国才几万人，这药费怎么摊啊,technology,536.72000,875
生物科技啊可以算是现在世界上最难解的题了,technology,676.29500,875
神经科学里面很多罕见病，药也很难做,technology,501.90400,875
肝帝,technology,9.19500,875
我特别喜欢博弈,technology,423.38200,875
但每个公司做的PD1安全性会有很大差距,technology,464.36000,875
期待基因治疗尽快发展吧,technology,698.07400,875
开始上手了？,technology,157.33800,875
小六,technology,788.44600,875
前提不是罕见病也不在专利期,technology,412.09200,875
卡的看不了，那就先来个三连,technology,0.00000,875
卡的看不了，那就先来个三连,technology,0.00000,875
这个无解,technology,541.85300,875
你知道他是罕见病了，你也知道他会花这么多钱了，那你还觉得保险公司会保罕见病吗,technology,822.74200,875
这不能说有些人不配活着，只能说生活是残酷的。得孤儿病和发大财这两件事在全社会范围内都是低概率事件，两者重合那就是在赌彩票中奖率。,technology,681.21900,875
新的去屑药 洗发专用 李大璐代言,technology,479.27200,875
想到骨癌死去的表弟,technology,807.90200,875
但是医生是明显投入产出工作压力不成正比的,technology,264.52500,875
真的好看,technology,848.94300,875
夏东海,technology,603.00700,875
还我王晓,technology,15.48600,875
王晓不在的第6天,technology,9.81900,875
肝帝,technology,8.06200,875
医生收入不高？哪个无知的人说的？玩过腾讯游戏没？里面的v18基本都是医生,technology,266.66500,875
龟龟，刺激,technology,398.35900,875
头发又少了,technology,9.38000,875
按比例起码有五千万才对。。。,technology,523.61900,875
国家的钱大风刮来的？,technology,538.37100,875
您倒是列个例子啊,technology,656.43800,875
哈哈哈,technology,337.28600,875
太狠了，这里面博弈太多了,technology,436.92300,875
好了，药企知道医保局的底线了-，-,technology,290.87500,875
太狠了，这里面博弈太多了,technology,436.92300,875
建议下次多上点腮红（不是）,technology,221.85900,875
你币有了,technology,863.84100,875
南昌人狂喜,technology,718.67900,875
泪目,technology,741.01900,875
PG One,technology,42.04200,875
《社会达尔文主义》,technology,655.78000,875
我本来想走的，听了肝帝的这一期，很受触动。,technology,796.76300,875
给你三朵！加油。,technology,873.18000,875
这部真哭死,technology,709.13900,875
好绿啊,technology,98.55300,875
罕见病又不是就一种。这都理解不了。可能有几千几万种。,technology,537.50000,875
江西人来了！,technology,749.28400,875
这不是险资投的？,technology,99.65600,875
同意给砍下来的钱给医生护士,technology,305.22000,875
药神牛皮,technology,690.83900,875
先赞再看,technology,9.23900,875
你是你看起来是想要一键三连,technology,873.57900,875
增加 体检和保持老百姓健康的前置流程，可能会让医保负担有所降低，但执行偏离性在中国或者说大多数国家也是个问题,technology,868.44400,875
肝帝,technology,12.50500,875
说得对,technology,181.27400,875
郭敬明出来挨打！,technology,763.32100,875
朋友，还是给自己和家人买份商业保险来的稳妥,technology,166.90400,875
这压力好大啊,technology,395.77900,875
医保也是保险，为什么买医保不买商业险呢？,technology,834.93400,875
？？？,technology,761.14400,875
哈哈哈 鞭尸啊,technology,442.29900,875
帮14亿人砍价上精算师过分吗？国家需要所有职业,technology,373.73200,875
2333,technology,11.11700,875
慢阻肺的药,technology,238.93800,875
好！,technology,430.99600,875
QAQ,technology,741.99600,875
居然没有沈毅老师环节了？？,technology,867.69300,875
伟大的中华民族,technology,755.96300,875
封面好乖,technology,5.41600,875
太委婉了，药企就是为了在特种行业中多赚钱,technology,212.58400,875
大家好，他是观察者网的董家宁,technology,13.61900,875
就怕几家一起把价格说好了,technology,398.08300,875
牵头不要钱的啊 花大价钱救少数人 没有社会压力吗？,technology,544.07900,875
同意给医护人员加工资,technology,279.39900,875
信必可哈哈,technology,244.34900,875
哈哈哈哈哈阿斯利康 我刚去应聘,technology,336.98000,875
农村医保能买的都买了吧？,technology,284.05500,875
农村医保！,technology,255.41000,875
新的一年喜乐安康,technology,861.62600,875
罕见病因为销量少，开发成本无法分摊，导致药价贵,technology,517.41200,875
来了 懂王！,technology,11.29200,875
罕见病最大的问题是心病，我妈就是罕见病但是既无大痛也不致命，但是就觉得自己比癌症还严重,technology,544.06500,875
面露肝色,technology,208.44700,875
夏东海你怎么能打孩子呢（狗头）,technology,596.28300,875
医保是自由市场？被自由主义洗脑的不少啊,technology,236.43400,875
僵尸皮肤,technology,203.67900,875
价格肝帝说错了。最近我就在做相关课题。不是根据底价15%谈判的,technology,326.65400,875
不可能什么都国家做，这么多罕见病，国家研发的过来吗？能不能用脑子想想,technology,552.53900,875
这都赔钱的，一块钱做慈善,technology,748.19700,875
这是大哥,technology,140.23000,875
燕子~~,technology,795.02700,875
乖乖这砍的说对半砍都客气了,technology,375.33500,875
用的人少，走不了量只能高价，不然没人研发了,technology,676.31200,875
HHHHHHHHHHH,technology,396.26600,875
加油,technology,748.86200,875
祝大家新的一年 身体健康,technology,769.05600,875
权力寻租跟你玩呢,technology,414.42100,875
Jue,technology,74.56300,875
药物试验其实挺好，能走到人体试验流程，一般还是靠谱的，还能免费用药,technology,611.46400,875
提示：太贵了,technology,399.21900,875
夏东海,technology,64.52000,875
PG1染发剂,technology,101.35300,875
国家牵头你想多了，学药的都要转了,technology,561.56100,875
没吟唱了，爷青结,technology,864.95500,875
开车？？？？,technology,443.44900,875
没办法，研发成本高，目标用户还少,technology,670.83500,875
许处长！,technology,129.17500,875
演的真好,technology,776.19500,875
孩子出生买一份保险很重要,technology,713.87100,875
想要保住伦理道德就只能接受药研慢。就等呗,technology,688.36100,875
三连三连,technology,868.22000,875
我们学药的人有一半要转业,technology,420.94700,875
刚从你老婆那边过来,technology,11.02400,875
《儒雅随和》,technology,585.24700,875
个人感觉百分之九十五说的有点高，大部分在外打工的人，企业没帮买的,technology,242.50000,875
就怕得病后连医保都交不起,technology,91.36900,875
贫穷限制了我的想象力,technology,656.06300,875
药厂研发需要临床案例，但是大家都不想当小白鼠，所以大家都只能等死,technology,619.56000,875
草,technology,645.93900,875
高中生物,technology,449.14600,875
这个儿童在没有合适药物治疗的情况下能活到成年吗,technology,619.56000,875
肝帝,technology,5.80100,875
pg1,technology,48.86600,875
如果患者时儿童，你是打算等他成年了再试药吗,technology,619.56000,875
观察一哥,technology,19.89200,875
我听到董嘉宁有鼻音了，要么是这小子感冒了，要么就是刚哭过,technology,831.59100,875
都是大佬,technology,141.33200,875
你不试药，怎么知道这个药有没有疗效,technology,619.56000,875
这个地方接受捐款不？人间有大爱啊,technology,721.67700,875
平均每个病几万人，分布全世界很少了,technology,534.88900,875
外地住院能报啊，别生在福中不知福,technology,166.61900,875
天呐,technology,647.61400,875
还我马小远,technology,867.45900,875
安乐死的问题是，今年死了，明年特效药突然出来了怎么了结？心态就完了,technology,557.53900,875
老手段了,technology,269.95100,875
可敬！,technology,731.38500,875
这一段看哭了,technology,473.57900,875
药神好的多，小红花谈恋爱,technology,466.67500,875
岳云鹏？,technology,69.30500,875
感冒了？注意身体啊,technology,199.67800,875
好开！,technology,442.21900,875
确实，大人小孩全家都受罪，怀孕的时候基因检测打掉对谁都好,technology,652.67300,875
天呐,technology,520.93200,875
这一巴掌把医生吓坏了,technology,791.75500,875
没有医药代表，价格就下来了,technology,171.94800,875
秃宝，你的脸的是绿sai的，妈妈心疼,technology,217.23000,875
全是大佬,technology,358.89900,875
16.28元看到4.36元，这就牛批了,technology,371.32100,875
我的骨纤维发育不良症就是，真的没有药可用,technology,673.30900,875
基因的病都很难治，更难根治,technology,578.93300,875
卧槽,technology,645.32500,875
跟考试一样,technology,411.37900,875
董佳宁：不行了啊，再不更新，我的肝帝之位就不保了,technology,12.74500,875
sa三连,technology,872.01300,875
来了来了！,technology,0.23300,875
这种现实题材电影真的有意义,technology,632.39300,875
我给你一个好数字，比如33.9,technology,399.03900,875
zhen bang,technology,859.35900,875
没得办法啊,technology,533.72100,875
癌症晚期的恶液质和神经痛才是最可怕的，对患者及家属都是折磨,technology,785.30100,875
脸色不太好,technology,257.23200,875
希望大家珍惜生命 热爱生命,technology,864.51200,875
能代表十多亿人口砍一刀的大佬们，你们加油有光明的地方就一定有黑暗，但是这不是失去希望的理由。,technology,196.62000,875
肝帝注意休息啊,technology,240.11400,875
这个男主角直接让我不想看电影,technology,69.05900,875
不打星际了？,technology,55.28500,875
我也是坚持了3年 今年看到了希望,technology,842.49600,875
药品研发没有进度条，很多药根本不知道方向对不对 新药失败率是不低的,technology,222.68200,875
桌子钉死,technology,280.29200,875
脸色不对呀,technology,225.05500,875
哮喘药…,technology,245.89900,875
掌握核心,technology,49.68500,875
四毛四不好听,technology,142.95100,875
诚意不够,technology,402.03700,875
我不想看这些了 泪目,technology,756.99400,875
名场面,technology,139.54300,875
前面太理想化了，有些罕见病并不携带基因突变，但是和转录组层面相关比如超级增强子相关，这些通过基因测序是测不出来的，还需要做转录组测序，但是那样需要取组织。,technology,641.80700,875
如果医生和打工的一个收入，那你找打工的看毛病好了，上什么医院啊，搞笑,technology,273.46000,875
老总亲自上阵了,technology,336.69600,875
把恶魔关进笼子,technology,202.30400,875
生物方向的表示就叫做PDone,technology,39.54100,875
肝帝,technology,6.09900,875
一起加油,technology,871.48300,875
全程剧透,technology,637.18200,875
肝帝脸色好差,technology,318.36500,875
瑞幸牌面↓↓,technology,323.80500,875
好厉害,technology,358.49500,875
医疗的象牙塔是白骨摞的,technology,623.89900,875
很难盈利药企,technology,539.34400,875
这不是博弈也不是囚徒.....,technology,629.52400,875
嗬,technology,351.64900,875
夏东海！你干嘛打孩子啊,technology,609.17300,875
罕见病实在难,technology,524.55700,875
熬夜报到,technology,12.82800,875
物竞天择适者生存的那个有12岁？看点玄幻小说脑子看坏了？,technology,82.01900,875
